product_id,title,url,brand,price_current,price_regular,sale_price,discount_percent,discount_amount,rating,rating_count,bought_last_month,colors,color_selected,category_breadcrumb,description,material_text,highlights,feature_bullets,images,dimensions,dimensions_table,specifications,is_sale,is_clearance,is_new,best_seller,seller,fulfillment_info,in_stock,scraped_at,style_text,price_band,price_numeric,rating_quadrant,color_count,color_family,kw_tote,kw_clutch,kw_backpack,kw_crossbody,kw_convertible,kw_quilted,kw_faux_leather,kw_laptop,kw_organizer,kw_mini,kw_drawstring,cluster_kmeans,pca_x,pca_y,cluster_hdbscan,umap_x,umap_y,score_weight
1006075848,Everyday Zip Tote Handbag – Hynes Eagle,https://www.target.com/p/hynes-eagle-20l-puffy-tote-bag-lightweight-water-resistant-work-gym-bag-with-laptop-sleeve-luggage-strap-smart-pockets/-/A-1006075848?preselect=1006075852#lnk=sametab,Hynes Eagle,36.99,0.0,0.0,0,0.0,4.7,15.0,,black|ivory|khaki|olive green|plus 1 more color,,,,,,,https://target.scene7.com/is/image/Target/GUEST_6548fe6e-2040-4ef7-bfc3-c0a1d822adad?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:05.776939,Everyday Zip Tote Handbag – Hynes Eagle | Hynes Eagle | black|ivory|khaki|olive green|plus 1 more color,20-40,36.99,Proven winner,4,black,True,False,False,False,False,False,False,False,False,False,False,2,0.1809557,0.08188866,0,17.069626,17.87583,13.031166994526972
92142954,JanSport Adaptive Accessory Bag,https://www.target.com/p/jansport-adaptive-accessory-bag/-/A-92142954?preselect=89788254#lnk=sametab,JanSport,0.0,0.0,0.0,0,0.0,4.6,358.0,,Misty Rose,,,,,,,https://target.scene7.com/is/image/Target/GUEST_cbfaa9ec-58cc-4d9f-a99a-66670fd400b1?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:07.355103,JanSport Adaptive Accessory Bag | JanSport | Misty Rose,unknown,0.0,Proven winner,1,pastel,False,False,False,False,False,False,False,False,False,False,False,1,0.20090495,-0.36890507,0,18.01763,17.179909,27.06328298704608
1001625209,Vera Bradley Women's Outlet Faux Leather Hobo Convertible Crossbody Bag,https://www.target.com/p/vera-bradley-outlet-hobo-convertible-crossbody/-/A-1001625209?preselect=1001625208#lnk=sametab,Vera Bradley,40.5,0.0,0.0,0,0.0,4.6,31.0,,moonless night|quiet shade|roasted pecan,,,,,,,https://target.scene7.com/is/image/Target/GUEST_a710daf7-092c-463a-9b28-8b4ca3513f63?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},True,False,False,False,,,True,2026-02-20T21:37:10.078023,Vera Bradley Women's Outlet Faux Leather Hobo Convertible Crossbody Bag | Vera Bradley | moonless night|quiet shade|roasted pecan,40-70,40.5,Proven winner,3,unknown,False,False,False,True,True,False,True,False,False,False,False,0,-0.66399884,0.09793331,1,16.201363,16.10524,15.94238515287874
94705891,Kiss Lock Clutch Bag - A New Day™,https://www.target.com/p/kiss-lock-clutch-bag-a-new-day/-/A-94705891?preselect=94687138#lnk=sametab,A New Day,30.0,0.0,0.0,0,0.0,4.4,89.0,,Black|Brown,,,,,,,https://target.scene7.com/is/image/Target/GUEST_c81ce67f-222a-4e84-967e-6fe3dc83c1fe?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:11.584778,Kiss Lock Clutch Bag - A New Day™ | A New Day | Black|Brown,20-40,30.0,Proven winner,2,black,False,True,False,False,False,False,False,False,False,False,False,3,0.14376482,0.48169002,0,16.351963,17.131842,19.79916254945317
94668471,Girls' Valentine's Day Bag Charm - art class™ Gold,https://www.target.com/p/girls-39-valentine-39-s-day-bag-charm-art-class-8482-gold/-/A-94668471#lnk=sametab,Art Class,8.0,0.0,0.0,0,0.0,5.0,4.0,,,,,,,,,https://target.scene7.com/is/image/Target/GUEST_2d3b2c85-a032-4da2-9eea-1f1bfb6132ad?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:13.315185,Girls' Valentine's Day Bag Charm - art class™ Gold | Art Class,0-20,8.0,Hidden opportunity,0,unknown,False,False,False,False,False,False,False,False,False,False,False,4,0.33006272,0.17985019,0,16.232386,17.903528,8.047189562170502
94742366,Simulated Pearl Heart Beaded Mini Tote Handbag - A New Day™ Cream,https://www.target.com/p/simulated-pearl-heart-beaded-mini-tote-handbag-a-new-day-8482-cream/-/A-94742366#lnk=sametab,A New Day,25.5,0.0,0.0,0,0.0,5.0,6.0,,,,,,,,,https://target.scene7.com/is/image/Target/GUEST_b198d847-7a29-4bdd-9459-b44ed8212ca5?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,True,False,False,,,True,2026-02-20T21:37:15.200186,Simulated Pearl Heart Beaded Mini Tote Handbag - A New Day™ Cream | A New Day,20-40,25.5,Hidden opportunity,0,unknown,True,False,False,False,False,False,False,False,False,True,False,2,0.09474563,0.32610363,0,15.567426,17.265797,9.729550745276565
94825922,Champion Handbag Organizer,https://www.target.com/p/champion-handbag-organizer/-/A-94825922?preselect=94769841#lnk=sametab,Champion,14.99,0.0,0.0,0,0.0,5.0,6.0,,Pink|Black|Cream|Light Blue|plus 1 more color,,,,,,,https://target.scene7.com/is/image/Target/GUEST_68819f64-fa20-492e-8ff7-7930f21faa3c?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:17.790302,Champion Handbag Organizer | Champion | Pink|Black|Cream|Light Blue|plus 1 more color,0-20,14.99,Hidden opportunity,4,pastel,False,False,False,False,False,False,False,False,True,False,False,1,0.3419691,-0.24767171,0,17.304123,17.11088,9.729550745276565
93336780,Vera Bradley Women's Outlet Lighten Up Large Car Tote,https://www.target.com/p/vera-bradley-women-s-outlet-lighten-up-large-car-tote/-/A-93336780?preselect=93336779#lnk=sametab,Vera Bradley,34.5,0.0,0.0,0,0.0,4.6,169.0,,baja blue tile|capri pink|medium heather gray|moonless night|plus 1 more color,,,,,,,https://target.scene7.com/is/image/Target/GUEST_b9819b2d-a997-4fdb-9944-55dca22f43d2?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},True,False,False,False,,,True,2026-02-20T21:37:20.601908,Vera Bradley Women's Outlet Lighten Up Large Car Tote | Vera Bradley | baja blue tile|capri pink|medium heather gray|moonless night|plus 1 more color,20-40,34.5,Proven winner,4,pastel,True,False,False,False,False,False,False,False,False,False,False,0,-0.69504297,-0.12956621,1,16.747217,15.643561,23.624672810431203
1009128460,"Kipling Kazuki Large 15"" Laptop Backpack",https://www.target.com/p/kipling-kazuki-large-15-laptop-backpack/-/A-1009128460?preselect=1009128459#lnk=sametab,Kipling,90.3,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,https://target.scene7.com/is/image/Target/GUEST_ebf8d686-1ae2-4146-8f9e-b45b0fdaa939?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},True,False,True,False,,,True,2026-02-20T21:37:22.196217,"Kipling Kazuki Large 15"" Laptop Backpack | Kipling",70-120,90.3,Weak,0,unknown,False,False,True,False,False,False,False,True,False,False,False,1,0.1422576,-0.3323099,0,17.98981,16.343964,0.0
94776901,Quilted Drawstring Tote Handbag - Universal Thread™,https://www.target.com/p/quilted-drawstring-tote-handbag-universal-thread/-/A-94776901?preselect=94776900#lnk=sametab,Universal Thread,35.0,0.0,0.0,0,0.0,3.7,9.0,,Black|Pale Blue|Pink|Yellow,,,,,,,https://target.scene7.com/is/image/Target/GUEST_5e168547-8dac-457c-8f8c-dd363f529a80?wid=800&hei=800&qlt=80&fmt=pjpeg,{},{},{},False,False,False,False,,,True,2026-02-20T21:37:23.899201,Quilted Drawstring Tote Handbag - Universal Thread™ | Universal Thread | Black|Pale Blue|Pink|Yellow,20-40,35.0,Weak,4,black,True,False,False,False,False,True,False,False,False,False,True,2,-0.07561848,-0.08901236,0,17.273026,16.215324,8.519564844077971
